Client_ID,Total_Points,Fuel_Type,Lubricant_Amount_MAD,Shop_Amount_MAD,Restaurant_Amount_MAD,Butagaz_Units,Points_Redeemed,Estimated_Earned_Points,Loyalty_Ratio,Churned
C28209,4309,FuelSave,258,168,22,3,3534,4623.0,0.8201438848920863,0
C28210,14036,V-Power,426,551,260,2,8184,16067.0,0.5830721003134797,0
C28211,18050,V-Power Diesel,458,21,355,3,9099,23511.5,0.5040997229916897,0
C28212,9231,FuelSave,3,674,300,2,4663,24017.0,0.5051457046907161,0
C28213,5831,FuelSave,240,229,441,0,3757,11280.0,0.6443148688046647,0
C28214,18344,V-Power Sans Plomb,155,588,438,2,9170,24316.0,0.4998909725250763,0
C28215,5187,V-Power,296,8,118,0,3373,4957.0,0.6502795450163871,0
C28216,5857,V-Power,165,335,177,0,4592,3839.5,0.78401912241762,0
C28217,827,V-Power Sans Plomb,10,588,91,3,284,2346.5,0.343409915356711,1
C28218,10785,FuelSave,242,145,400,4,6672,21752.0,0.6186369958275383,0
C28219,10823,V-Power Diesel,415,308,357,4,7873,8855.0,0.7274323200591333,0
C28220,5791,V-Power Diesel,81,584,482,0,5151,2747.0,0.8894836815748576,1
C28221,8925,FuelSave,295,135,100,4,7250,9305.0,0.8123249299719888,0
C28222,16040,V-Power,309,402,156,2,11309,12894.5,0.7050498753117207,0
C28223,3622,V-Power Sans Plomb,125,497,91,4,2852,3038.0,0.7874102705687466,0
C28224,5376,V-Power Diesel,493,975,32,2,2941,7787.5,0.5470610119047619,0
C28225,19612,V-Power Diesel,210,330,280,3,7027,32582.5,0.35830104017948194,1
C28226,14206,V-Power,207,298,399,3,10318,10924.0,0.726312825566662,0
C28227,9624,V-Power,386,127,322,2,6455,8957.5,0.6707190357439734,0
C28228,2323,V-Power,396,91,316,2,1960,1910.5,0.8437365475678003,0
C28229,4573,V-Power Sans Plomb,55,159,29,4,1908,7305.5,0.4172315766455281,0
C28230,18114,FuelSave,496,274,383,3,16811,7968.0,0.9280666887490339,1
C28231,10887,V-Power Sans Plomb,306,262,300,1,9405,4673.0,0.8638743455497382,1
C28232,4895,FuelSave,252,151,411,1,4070,5039.0,0.8314606741573034,0
C28233,6551,V-Power Sans Plomb,164,278,164,2,3863,7526.0,0.5896809647382079,0
C28234,1976,FuelSave,244,134,181,4,1015,5764.0,0.513663967611336,0
C28235,18907,V-Power,111,103,64,2,16102,7490.5,0.8516422489025228,1
C28236,19480,FuelSave,93,167,237,1,10817,43912.0,0.5552874743326489,0
C28237,7621,V-Power,13,356,142,1,4908,7393.5,0.644009972444561,0
C28238,2930,V-Power Sans Plomb,375,334,216,2,1487,4732.5,0.5075085324232081,0
C28239,8454,FuelSave,373,918,450,2,5934,14541.0,0.7019162526614621,0
C28240,12381,FuelSave,242,590,211,0,8878,18558.0,0.7170664728212583,0
C28241,17417,V-Power Diesel,371,199,204,4,5460,31066.5,0.31348682321869437,1
C28242,18140,V-Power,419,712,174,1,7121,28952.5,0.39255788313120177,1
C28243,18541,V-Power Diesel,69,612,2,1,13398,13640.5,0.7226147456987217,0
C28244,12585,V-Power Sans Plomb,287,986,190,3,10667,6558.0,0.8475963448549861,0
C28245,18636,V-Power Sans Plomb,168,755,53,2,15948,7896.0,0.8557630392788153,1
C28246,3478,V-Power,295,789,30,3,1668,5939.0,0.4795859689476711,0
C28247,4832,V-Power Sans Plomb,415,405,432,2,4000,3532.0,0.8278145695364238,0
C28248,3513,V-Power Sans Plomb,395,403,264,4,1716,5954.5,0.4884713919726729,0
C28249,15589,FuelSave,234,148,154,1,10745,24856.0,0.6892680736416704,0
C28250,14508,FuelSave,358,525,209,0,6941,38927.0,0.47842569616763164,0
C28251,18648,FuelSave,472,468,431,0,14815,20536.0,0.7944551694551695,0
C28252,18006,V-Power,344,533,286,4,16545,5215.5,0.9188603798733755,1
C28253,4330,V-Power,309,160,319,3,4002,1908.0,0.9242494226327944,1
C28254,3458,FuelSave,184,77,369,2,1272,11760.0,0.36784268363215733,1
C28255,2040,V-Power Sans Plomb,135,396,355,4,1835,1798.5,0.8995098039215687,1
C28256,9214,V-Power Diesel,169,625,192,1,6813,7088.5,0.7394182765357066,0
C28257,11699,FuelSave,226,762,477,3,5709,31715.0,0.4879904265321822,0
C28258,7553,FuelSave,325,725,242,4,5081,14052.0,0.6727128293393354,0
C28259,6170,V-Power Sans Plomb,234,217,173,1,2624,9589.0,0.4252836304700162,0
C28260,11190,V-Power Sans Plomb,451,212,169,1,10295,3169.5,0.920017873100983,1
C28261,14762,FuelSave,427,142,69,2,11324,18028.0,0.7671047283565913,0
C28262,15847,FuelSave,482,202,187,4,14254,9236.0,0.8994762415599167,1
C28263,10781,V-Power Diesel,217,892,416,3,3672,19597.5,0.3405992023003432,1
C28264,18622,V-Power Diesel,30,267,26,4,15878,7583.0,0.8526474062936312,1
C28265,3033,V-Power Sans Plomb,340,5,484,4,1905,4049.0,0.6280909990108803,0
C28266,11256,V-Power Diesel,471,31,68,4,4558,17715.0,0.40493958777540867,0
C28267,19302,V-Power Sans Plomb,118,791,451,2,6362,33910.0,0.32960314993264944,1
C28268,5576,V-Power,329,246,78,0,3485,5880.5,0.625,0
C28269,17368,FuelSave,390,144,461,3,16492,5675.0,0.94956241363427,1
C28270,17548,V-Power,409,998,305,2,12738,13937.0,0.7258946888534306,0
C28271,17511,FuelSave,155,252,291,4,7110,53103.0,0.4060304951173548,0
C28272,10376,V-Power Diesel,385,97,449,2,3287,18853.5,0.3167887432536623,1
C28273,4787,FuelSave,251,87,489,2,2865,10637.0,0.5984959264675161,0
C28274,14556,V-Power Sans Plomb,43,664,178,2,11272,9295.0,0.7743885682879912,0
C28275,15671,V-Power Sans Plomb,77,443,494,4,8065,20429.0,0.514644885457214,0
C28276,9936,V-Power Diesel,326,123,112,4,3439,17203.5,0.3461151368760064,1
C28277,5666,V-Power Sans Plomb,144,318,18,0,3088,6925.0,0.5450052947405577,0
C28278,10866,FuelSave,142,469,352,0,6551,22538.0,0.6028897478372907,0
C28279,11466,FuelSave,469,278,71,1,7631,20093.0,0.6655328798185941,0
C28280,13483,V-Power Diesel,159,597,48,3,7808,15291.5,0.5790996069124082,0
C28281,12810,FuelSave,473,979,186,3,4752,42228.0,0.37096018735362996,1
C28282,11890,V-Power Diesel,406,684,192,1,4416,20067.0,0.37140454163162323,1
C28283,13564,V-Power Diesel,153,75,62,2,7950,14525.0,0.5861102919492776,0
C28284,10736,V-Power Sans Plomb,447,336,201,2,3699,18776.5,0.34454172876304023,1
C28285,7976,V-Power Sans Plomb,497,948,268,0,4173,11220.5,0.5231945837512537,0
C28286,1207,FuelSave,311,636,86,1,536,4488.0,0.44407622203811103,0
C28287,9124,V-Power Sans Plomb,87,538,65,1,3338,15255.0,0.3658483121437966,1
C28288,16825,V-Power Diesel,85,448,429,3,8457,22182.0,0.5026448736998514,0
C28289,547,V-Power,118,487,131,4,460,1353.5,0.8409506398537477,0
C28290,2414,V-Power Sans Plomb,474,812,256,3,1907,3109.5,0.7899751449875725,0
C28291,17989,V-Power Sans Plomb,404,951,373,4,9193,24118.0,0.5110345210962255,0
C28292,15890,V-Power,164,0,370,2,6367,24541.5,0.40069225928256763,0
C28293,17451,FuelSave,426,548,44,4,8595,45698.0,0.4925219185146983,0
C28294,9171,V-Power Diesel,135,461,18,3,7026,6276.5,0.766110565914295,0
C28295,17750,V-Power,141,243,184,3,9377,21800.5,0.528281690140845,0
C28296,11952,V-Power,381,117,124,2,7606,11687.0,0.6363788487282463,0
C28297,1528,V-Power Diesel,321,938,454,3,1415,2295.5,0.9260471204188482,1
C28298,2313,V-Power,499,985,440,2,1499,4159.0,0.6480760916558582,0
C28299,6013,V-Power,198,962,62,1,3100,8604.5,0.515549642441377,0
C28300,1550,V-Power Sans Plomb,410,302,8,0,466,3430.0,0.3006451612903226,1
C28301,6778,FuelSave,7,789,88,3,4033,14909.0,0.5950132782531721,0
C28302,12298,FuelSave,195,358,310,4,9350,16003.0,0.7602862254025045,0
C28303,18536,V-Power Sans Plomb,58,271,67,2,9779,22488.5,0.5275679758308157,0
C28304,15227,V-Power Sans Plomb,9,455,36,0,8969,16145.0,0.5890195048269521,0
C28305,5208,V-Power Diesel,493,778,397,1,4186,4323.0,0.803763440860215,0
C28306,9976,V-Power Diesel,302,664,21,2,8687,4409.5,0.8707898957497995,1
C28307,5818,V-Power,137,272,75,0,4903,2771.5,0.8427294602956342,0
C28308,6359,FuelSave,15,945,431,4,3681,15181.0,0.5788646013524139,0
C28309,13173,V-Power Diesel,258,856,9,1,6514,17870.5,0.4944963182266758,0
C28310,7093,V-Power,150,595,155,4,4725,7220.0,0.6661497250810658,0
C28311,5410,FuelSave,1,782,9,4,3042,13032.0,0.5622920517560074,0
C28312,3754,V-Power Diesel,64,518,236,1,1435,6715.5,0.38225892381459775,1
C28313,4953,FuelSave,202,917,58,4,3116,10762.0,0.6291136684837473,0
C28314,19307,V-Power,111,415,316,3,10274,23724.5,0.5321386025793754,0
C28315,8437,V-Power Sans Plomb,318,856,367,4,3804,13523.5,0.45087116273556954,0
C28316,4677,V-Power,313,526,295,0,2020,7776.5,0.43190079110540947,0
C28317,3929,V-Power Sans Plomb,491,119,97,2,3097,2987.0,0.7882412827691525,0
C28318,684,V-Power Sans Plomb,36,265,390,4,447,1683.5,0.6535087719298246,0
C28319,3633,V-Power,188,644,324,1,3034,2753.5,0.835122488301679,0
C28320,5478,V-Power Sans Plomb,377,848,404,3,5190,2649.0,0.9474260679079957,1
C28321,9198,FuelSave,275,645,390,2,8372,5640.0,0.9101978691019786,1
C28322,14273,V-Power Diesel,315,130,315,4,6469,20670.0,0.45323337770615846,0
C28323,18816,V-Power Diesel,276,542,384,0,15911,8464.5,0.8456101190476191,0
C28324,6674,V-Power,125,810,191,1,4463,6753.5,0.6687144141444411,0
C28325,18080,V-Power,349,327,416,4,13244,13582.0,0.7325221238938053,0
C28326,12377,V-Power,408,160,24,3,9942,6979.5,0.8032641189302739,0
C28327,18222,V-Power,46,379,371,4,6869,29578.5,0.376961914169685,1
C28328,14957,FuelSave,336,790,299,4,8852,32350.0,0.5918299124155914,0
C28329,14062,V-Power,39,298,233,0,7035,18137.5,0.5002844545583843,0
C28330,19504,V-Power,434,267,407,0,16883,7660.5,0.8656173092698933,1
C28331,7046,V-Power Diesel,342,777,105,3,3759,9741.5,0.5334941810956572,0
C28332,12206,FuelSave,466,416,391,0,11398,5313.0,0.9338030476814682,1
C28333,10852,V-Power,235,780,285,4,4687,17112.5,0.43190195355694805,0
C28334,2229,FuelSave,148,242,333,3,1469,4823.0,0.6590399282189322,0
C28335,10109,V-Power,262,943,477,3,7276,9064.5,0.7197546740528242,0
C28336,12706,FuelSave,389,884,264,4,9341,18762.0,0.7351644892176924,0
C28337,518,V-Power,193,389,215,2,243,1684.5,0.4691119691119691,0
C28338,17348,V-Power,258,791,0,0,10467,18251.5,0.6033548535854277,0
C28339,9382,FuelSave,424,794,403,1,2853,34366.0,0.30409294393519504,1
C28340,16768,V-Power,251,987,292,4,10609,17327.5,0.6326932251908397,0
C28341,5810,V-Power,138,446,285,3,2670,9019.0,0.459552495697074,0
C28342,14304,FuelSave,443,866,59,0,13305,6363.0,0.9301593959731543,1
C28343,11753,V-Power Diesel,149,279,127,2,3959,20240.0,0.3368501659150855,1
C28344,17046,V-Power Sans Plomb,433,822,490,1,8077,24267.5,0.4738355039305409,0
C28345,10327,V-Power Diesel,250,9,366,4,9484,3132.5,0.9183693231335335,1
C28346,11438,V-Power,303,147,376,2,5164,16711.0,0.4514775310368946,0
C28347,794,FuelSave,52,405,109,4,361,3131.0,0.45465994962216627,0
C28348,7740,V-Power Diesel,169,172,227,4,4740,8468.0,0.6124031007751938,0
C28349,7344,FuelSave,495,51,439,0,4738,14015.0,0.6451525054466231,0
C28350,2085,V-Power Diesel,8,274,345,3,1294,2904.5,0.6206235011990408,0
C28351,11041,V-Power Sans Plomb,339,913,461,1,7404,10905.5,0.6705914319355131,0
C28352,5927,V-Power,257,369,243,3,5161,3084.0,0.8707609245824194,1
C28353,16120,FuelSave,497,207,485,3,12435,19914.0,0.7714019851116626,0
C28354,17078,V-Power,318,73,453,2,9080,21039.0,0.5316781824569622,0
C28355,9533,V-Power,207,559,463,0,6168,9641.5,0.64701562991713,0
C28356,14654,V-Power Sans Plomb,345,69,343,4,9331,14464.5,0.6367544697693462,0
C28357,16836,V-Power Sans Plomb,243,749,102,1,7620,24234.0,0.45260156806842483,0
C28358,12699,V-Power,278,686,386,4,4377,22555.0,0.34467280888258917,1
C28359,13276,FuelSave,77,908,334,0,11037,12514.0,0.8313498041578788,0
C28360,3431,V-Power Sans Plomb,253,519,298,1,3104,1987.5,0.904692509472457,1
C28361,15343,V-Power Sans Plomb,468,983,480,1,4684,28678.5,0.30528579808381673,1
C28362,6199,V-Power Sans Plomb,342,83,344,4,2111,11389.0,0.34053879658009356,1
C28363,8136,V-Power Diesel,75,856,423,3,2710,15219.0,0.3330875122910521,1
C28364,2360,V-Power Sans Plomb,3,516,311,2,2042,1825.0,0.8652542372881356,1
C28365,17814,V-Power,464,707,69,1,11003,18367.5,0.6176602672055687,0
C28366,15489,FuelSave,222,729,26,4,9665,30497.0,0.6239912195751823,0
C28367,18818,V-Power Diesel,347,34,97,4,10973,20490.5,0.5831119141247741,0
C28368,15737,V-Power Sans Plomb,51,526,92,0,9950,15136.5,0.6322679036665184,0
C28369,4867,V-Power,308,418,401,1,1749,9022.0,0.3593589480172591,1
C28370,14154,V-Power Diesel,309,626,183,0,12647,4885.5,0.8935283312137912,1
C28371,2671,V-Power Diesel,307,885,197,4,2033,3384.0,0.7611381505054287,0
C28372,3794,FuelSave,294,74,288,1,3440,2526.0,0.9066947812335266,1
C28373,14301,V-Power Sans Plomb,123,160,48,4,4496,25243.5,0.31438360953779454,1
C28374,5247,FuelSave,35,423,451,1,3873,7879.0,0.7381360777587193,0
C28375,4892,FuelSave,366,835,284,4,4035,6170.0,0.8248160261651676,0
C28376,5738,V-Power Diesel,382,955,188,0,4875,3682.5,0.8495991634715929,0
C28377,3334,V-Power Sans Plomb,77,916,70,0,1743,5040.5,0.5227954409118176,0
C28378,15935,V-Power Diesel,371,322,329,1,8038,20864.5,0.5044242234075933,0
C28379,13408,FuelSave,30,884,295,4,11686,10219.0,0.8715692124105012,1
C28380,7616,V-Power Diesel,416,223,205,0,5033,7301.5,0.6608455882352942,0
C28381,3428,V-Power Diesel,264,290,441,3,2217,4322.5,0.646732788798133,0
C28382,6994,V-Power Diesel,21,128,275,2,2981,10656.5,0.42622247640835004,0
C28383,2172,FuelSave,419,632,373,3,718,8994.0,0.3305709023941068,1
C28384,8690,V-Power,93,529,309,4,6548,6686.0,0.7535097813578826,0
C28385,4850,V-Power,179,506,288,0,1647,8980.5,0.3395876288659794,1
C28386,1787,FuelSave,8,773,393,3,946,5679.0,0.5293788472299944,0
C28387,11418,V-Power Sans Plomb,328,786,125,4,9974,5249.0,0.8735330180416886,1
C28388,16536,V-Power Diesel,319,158,499,2,14751,5638.5,0.8920537010159652,1
C28389,7110,FuelSave,139,815,10,0,3769,17669.0,0.530098452883263,0
C28390,9750,V-Power,219,59,162,4,5464,11555.0,0.5604102564102564,0
C28391,7383,FuelSave,143,55,485,3,5013,12833.0,0.678992279561154,0
C28392,11670,V-Power,356,688,443,2,10952,3482.0,0.9384747215081405,1
C28393,17014,V-Power Sans Plomb,240,391,290,3,10093,18523.5,0.5932173504173034,0
C28394,8544,V-Power,453,69,374,1,6942,5001.0,0.8125,0
C28395,8802,V-Power Sans Plomb,264,870,26,1,5235,10177.5,0.5947511929107021,0
C28396,3234,V-Power Sans Plomb,490,982,269,2,1185,7063.5,0.36641929499072357,1
C28397,1566,V-Power Sans Plomb,161,707,194,4,1106,2612.0,0.7062579821200511,0
C28398,5470,FuelSave,350,620,440,1,2749,15115.0,0.5025594149908592,0
C28399,18201,FuelSave,247,139,243,2,12472,29474.0,0.6852370748859953,0
C28400,17168,V-Power Sans Plomb,6,654,148,4,8052,23998.0,0.4690121155638397,0
C28401,8294,V-Power,159,178,55,1,4557,9834.5,0.5494333252953942,0
C28402,4614,V-Power Diesel,432,963,424,0,2929,6031.5,0.6348071087993065,0
C28403,13334,V-Power Diesel,106,393,337,1,6965,16858.5,0.5223488825558722,0
C28404,16931,V-Power,309,541,378,4,15567,5038.0,0.9194377177957592,1
C28405,6638,V-Power Diesel,87,102,365,3,4431,6371.5,0.6675203374510394,0
C28406,10770,V-Power,477,173,222,4,9867,3529.5,0.9161559888579387,1
C28407,10998,V-Power,425,459,498,0,4227,18309.5,0.3843426077468631,1
C28408,3915,V-Power Sans Plomb,89,809,88,0,2050,5648.5,0.5236270753512133,0
C28409,13095,V-Power,224,166,374,4,8307,13134.0,0.6343642611683848,0
C28410,6950,FuelSave,345,775,410,1,6073,6015.0,0.8738129496402878,1
C28411,13910,FuelSave,466,186,257,4,8143,30144.0,0.5854061826024443,0
C28412,6664,FuelSave,256,444,169,2,5036,9209.0,0.7557022809123649,0
C28413,8287,V-Power,243,837,346,4,5814,8008.5,0.7015807891878847,0
C28414,16424,FuelSave,275,893,52,4,4999,58745.0,0.30437165124208476,1
C28415,13018,V-Power Sans Plomb,421,592,403,3,9386,10796.0,0.721001689967737,0
C28416,581,V-Power Sans Plomb,367,726,74,2,392,1839.5,0.6746987951807228,0
C28417,3505,V-Power Diesel,11,305,176,3,1780,5104.5,0.5078459343794579,0
C28418,8908,V-Power Diesel,186,902,171,3,5749,9456.5,0.6453749438706781,0
C28419,834,V-Power Sans Plomb,234,864,203,2,281,2883.5,0.3369304556354916,1
C28420,11603,FuelSave,469,436,249,1,4059,38974.0,0.3498233215547703,1
C28421,9444,V-Power Sans Plomb,305,134,151,2,7393,5917.5,0.7828250741211351,0
C28422,12453,FuelSave,118,351,397,0,10604,10111.0,0.8515217216734924,1
C28423,11443,V-Power,262,243,74,1,7296,11046.5,0.6375950362667133,0
C28424,4397,FuelSave,213,348,112,2,2956,8078.0,0.6722765521946782,0
C28425,5148,FuelSave,154,413,360,3,1666,18637.0,0.3236208236208236,1
C28426,10174,FuelSave,77,119,467,0,5249,25288.0,0.5159229408295656,0
C28427,17666,V-Power,248,76,355,4,16683,3536.5,0.9443563908072002,1
C28428,4294,V-Power Sans Plomb,268,565,112,4,3288,3860.0,0.7657196087564043,0
C28429,15844,V-Power Diesel,403,293,223,1,6677,23936.5,0.42142135824286797,0
C28430,13374,V-Power,327,238,114,2,12105,4051.5,0.905114401076716,1
C28431,6097,FuelSave,365,762,434,3,4642,9136.0,0.7613580449401345,0
C28432,7550,FuelSave,273,849,410,4,5844,10462.0,0.7740397350993378,0
C28433,5551,V-Power Diesel,185,29,231,0,4345,3460.0,0.7827418483156188,0
C28434,17626,FuelSave,323,468,171,3,6251,58137.0,0.3546465448768864,1
C28435,5044,V-Power Sans Plomb,470,229,492,1,3729,4578.5,0.7392942109436955,0
C28436,13375,V-Power,278,797,342,0,6413,18822.0,0.4794766355140187,0
C28437,4855,V-Power,67,273,21,1,4046,2483.5,0.8333676622039135,0
C28438,19394,V-Power,232,829,341,2,12419,19039.5,0.640352686397855,0
C28439,8785,V-Power,385,609,428,3,3955,13797.0,0.450199203187251,0
C28440,13808,V-Power Sans Plomb,493,284,74,0,10784,8411.0,0.7809965237543454,0
C28441,18259,V-Power Sans Plomb,427,560,46,3,8963,24573.0,0.490881209266663,0
C28442,3016,FuelSave,85,428,395,2,2200,5188.0,0.7294429708222812,0
C28443,13655,V-Power,498,946,359,4,8736,14500.5,0.6397656536067374,0
C28444,16974,FuelSave,177,147,99,1,10621,32288.0,0.6257216919995287,0
C28445,15903,V-Power,314,414,99,3,12427,9817.0,0.7814248883858391,0
C28446,1979,V-Power Sans Plomb,43,46,131,1,1547,1400.0,0.7817079332996463,0
C28447,17838,V-Power Diesel,64,867,460,3,11982,16331.0,0.6717120753447696,0
C28448,8714,V-Power Diesel,457,82,404,0,3362,14323.0,0.3858159283910948,1
C28449,12810,V-Power,375,268,357,1,7252,14995.0,0.566120218579235,0
C28450,18605,V-Power Sans Plomb,417,204,338,1,17367,4154.0,0.9334587476484816,1
C28451,3047,V-Power Diesel,414,300,427,3,1357,5666.0,0.4453560879553659,0
C28452,5423,V-Power Diesel,141,69,237,0,2479,7807.0,0.4571270514475383,0
C28453,17072,V-Power Diesel,307,312,85,2,7844,23974.0,0.45946579194001874,0
C28454,16707,V-Power Sans Plomb,367,470,420,0,7783,23567.0,0.4658526366193811,0
C28455,959,V-Power Diesel,146,923,425,2,533,2759.0,0.5557872784150156,0
C28456,2736,FuelSave,365,768,165,0,2460,2678.0,0.8991228070175439,1
C28457,1080,V-Power,28,750,143,0,400,2621.0,0.37037037037037035,1
C28458,19045,V-Power Diesel,247,374,213,4,17173,5914.0,0.9017064846416383,1
C28459,14939,V-Power Sans Plomb,109,310,224,2,6649,21568.0,0.4450766450230939,0
C28460,5215,FuelSave,310,753,126,2,3222,11354.0,0.6178331735378715,0
C28461,11126,V-Power Diesel,227,901,333,2,9408,5956.0,0.8455869135358619,0
C28462,6397,FuelSave,285,958,265,2,5018,8603.0,0.7844302016570267,0
C28463,19786,V-Power Sans Plomb,458,998,81,1,18603,4594.5,0.9402102496714849,1
C28464,9164,V-Power,477,873,335,3,4260,14245.0,0.46486250545613267,0
C28465,17742,FuelSave,314,823,473,0,8265,48995.0,0.46584376056814336,0
C28466,11681,V-Power,85,746,417,2,9006,8135.5,0.7709956339354508,0
C28467,19324,V-Power Sans Plomb,52,951,461,4,18096,4934.0,0.9364520803146347,1
C28468,12398,FuelSave,321,999,425,2,11697,5450.0,0.9434586223584449,1
C28469,2212,V-Power Sans Plomb,294,608,420,3,871,4974.5,0.3937613019891501,1
C28470,17399,FuelSave,24,175,162,4,16278,6366.0,0.935571009828151,1
C28471,7855,V-Power Sans Plomb,300,916,96,4,2551,14972.0,0.32476129853596436,1
C28472,11085,V-Power Sans Plomb,7,332,388,4,4624,17279.5,0.4171402796571944,0
C28473,18259,V-Power Diesel,351,464,37,1,13084,13889.5,0.7165781258557423,0
C28474,4169,V-Power Diesel,107,222,266,1,2514,4832.5,0.6030223075077956,0
C28475,14882,V-Power Sans Plomb,198,79,113,0,10609,11072.5,0.7128746136272006,0
C28476,15936,FuelSave,442,431,295,2,7323,44433.0,0.4595256024096386,0
C28477,19274,FuelSave,85,999,313,3,12133,37402.0,0.6295008820172253,0
C28478,3762,FuelSave,220,703,380,3,2908,5873.0,0.7729930887825625,0
C28479,5138,V-Power Sans Plomb,378,812,180,3,2153,9132.5,0.41903464383028416,0
C28480,3366,V-Power,1,428,338,1,3059,1634.5,0.9087938205585264,1
C28481,9751,FuelSave,357,400,241,2,8072,9593.0,0.8278125320479951,0
C28482,9448,V-Power,490,199,325,3,7434,6349.0,0.7868331922099915,0
C28483,687,V-Power,240,809,30,2,512,1716.5,0.745269286754003,0
C28484,11073,V-Power Sans Plomb,398,472,336,0,4529,17566.0,0.4090129142960354,0
C28485,19598,V-Power,246,447,103,1,17448,6271.0,0.890294928053883,1
C28486,7908,V-Power,147,478,164,0,5173,7626.5,0.654147698533131,0
C28487,17179,V-Power,345,118,394,3,6328,28284.5,0.3683567145933989,1
C28488,4033,V-Power,138,731,432,0,3644,2273.5,0.9035457475824449,1
C28489,4640,V-Power Sans Plomb,214,179,424,3,3342,4362.0,0.7202586206896552,0
C28490,4542,V-Power Sans Plomb,296,295,271,4,3772,3187.0,0.8304711580801409,0
C28491,19935,V-Power,496,319,262,3,13058,18569.5,0.6550288437421621,0
C28492,8233,V-Power Sans Plomb,499,357,160,2,6934,4463.5,0.8422203328069963,0
C28493,15176,FuelSave,489,647,300,0,13017,12231.0,0.8577358987875593,1
C28494,6505,V-Power,67,111,294,0,4325,5922.0,0.6648731744811683,0
C28495,6370,FuelSave,259,370,162,2,3902,13331.0,0.6125588697017268,0
C28496,4404,FuelSave,303,434,81,4,2947,8503.0,0.6691643960036331,0
C28497,15967,V-Power,256,321,45,2,5698,26494.5,0.35686102586584834,1
C28498,12473,FuelSave,342,584,297,2,11163,7973.0,0.8949731419866912,1
C28499,14708,V-Power Sans Plomb,215,305,194,4,12478,6689.0,0.8483818330160456,0
C28500,2761,FuelSave,316,19,415,1,2051,4400.0,0.7428467946396233,0
C28501,13545,V-Power,154,67,348,0,9560,10531.5,0.7057954964931709,0
C28502,18304,FuelSave,70,354,380,0,6138,61634.0,0.33533653846153844,1
C28503,15008,V-Power Sans Plomb,33,827,414,4,4585,27731.5,0.30550373134328357,1
C28504,17362,FuelSave,252,309,120,2,8581,44786.0,0.4942402948969013,0
C28505,7077,V-Power Sans Plomb,195,447,98,1,6470,2357.5,0.9142291931609439,1
C28506,7285,V-Power Diesel,1,810,332,4,5962,4850.5,0.8183939601921757,0
C28507,9384,V-Power Diesel,406,671,296,3,5812,10603.0,0.6193520886615516,0
C28508,3538,V-Power,367,505,67,0,2375,3846.5,0.6712832108535896,0
C28509,693,V-Power,291,136,254,0,560,1013.5,0.8080808080808081,0
C28510,16942,V-Power,246,630,425,0,7109,25883.5,0.41960807460748434,0
C28511,18770,V-Power,469,638,201,3,12815,16495.5,0.6827384123601492,0
C28512,12301,V-Power,393,797,495,4,7327,14520.0,0.5956426306804324,0
C28513,3080,V-Power Sans Plomb,489,816,403,1,2720,2708.0,0.8831168831168831,1
C28514,13379,V-Power Diesel,226,256,251,3,7779,15033.0,0.5814335899544062,0
C28515,12745,V-Power Diesel,232,48,157,4,7791,13222.0,0.6112985484503727,0
C28516,14133,FuelSave,218,991,473,4,11340,16047.0,0.8023774145616642,0
C28517,11777,V-Power Diesel,446,932,92,1,4621,19460.0,0.3923749681582746,1
C28518,8123,V-Power,343,61,249,4,4754,9475.5,0.5852517542779762,0
C28519,720,V-Power Sans Plomb,454,785,428,4,678,2172.0,0.9416666666666667,1
C28520,1375,V-Power Sans Plomb,306,613,353,4,450,3984.5,0.32727272727272727,1
C28521,12154,V-Power Sans Plomb,404,981,62,2,11314,3747.0,0.9308869507980911,1
C28522,1696,V-Power Diesel,378,566,344,0,899,3280.5,0.5300707547169812,0
C28523,19593,FuelSave,199,850,160,2,6925,64749.0,0.35344255601490326,1
C28524,19615,V-Power,497,633,264,2,17377,7189.0,0.8859036451695131,1
C28525,17219,V-Power Sans Plomb,483,399,335,2,12050,14339.5,0.6998083512399094,0
C28526,8916,V-Power Sans Plomb,452,628,392,2,5501,10209.5,0.616980708838044,0
C28527,14870,V-Power,79,980,14,3,13032,5968.0,0.8763954270342973,1
C28528,1747,FuelSave,401,944,319,0,1243,4184.0,0.7115054378935318,0
C28529,13750,V-Power Diesel,229,637,8,1,12468,4179.0,0.9067636363636363,1
C28530,7611,FuelSave,278,447,433,3,3398,22523.0,0.4464590723952174,0
C28531,2386,V-Power,439,696,405,0,1297,4262.5,0.5435875943000839,0
C28532,810,V-Power,427,934,435,0,366,2906.0,0.45185185185185184,0
C28533,11260,V-Power Sans Plomb,435,67,206,2,10163,3650.5,0.9025754884547069,1
C28534,18488,V-Power Diesel,356,654,90,0,12631,15742.5,0.6831999134573777,0
C28535,4046,FuelSave,114,267,256,1,3333,4302.0,0.82377656945131,0
C28536,5851,V-Power Diesel,404,79,295,1,4307,4738.0,0.7361134848743804,0
C28537,17881,V-Power,236,63,454,1,9645,21443.0,0.5393993624517645,0
C28538,996,V-Power Sans Plomb,21,988,201,1,661,2147.5,0.6636546184738956,0
C28539,17847,V-Power Sans Plomb,140,984,487,2,11318,18133.5,0.6341682075418837,0
C28540,10696,FuelSave,317,242,343,4,6688,21342.0,0.62528047868362,0
C28541,1698,FuelSave,227,716,290,3,1452,2763.0,0.8551236749116607,1
